1114,VThnSedRck
1115,PLATE
1116,HC_submass
1117,SINV_SPO_M
1118,BBAcro
1119,BEncr
1120,BFoliose
1121,BMound
1122,BOAcro
1123,BOBranch
1124,DBAcro
1125,DEncr
1126,DFoliose
1127,DMound
1128,DOAcro
1129,DOBranch
1130,F
1131,G
1132,HBAcro
1133,HEncr
1134,HFoliose
1135,HMound
1136,HOAcro
1137,HOBranch
1138,K
1139,M
1140,nan
1141,OG
1142,PBAcro
1143,PEncr
1144,PFoliose
1145,PMound
1146,POAcro
1147,POBranch
1148,R
1149,RT
1150,S
1151,T
1152,branch
1153,dead
1154,digi
1155,encr
1156,free
1157,mass
1158,plat
1159,soft
1160,Rbble
1161,ACB
1162,ACBB
1163,ACC
1164,ACD
1165,ACT
1166,BHC
1167,CLAM
1168,COT
1169,CRI
1170,HydBry
1171,INV
1172,MC
1173,NACB
1174,NACE
1175,NACF
1176,SGS
1177,SMC
1178,SOL
1179,SS
1180,TT
1181,TUN
1182,XXX
1183,ZOO
1184,PLATEC
1185,SpgOth
1186,detritus
1187,AA
1188,DC
1189,DC_A
1190,Euphyllia
1191,Fungia
1192,Goniastrea
1193,HA
1194,MA
1195,Montastr
1196,OTH
1197,Pavona
1198,POLPHIL
1199,qua
1200,Silt
1201,TA
1202,ZO
1203,RckPav
1204,Acanth
1205,Coeloseris
1206,Dark
1207,fav
1208,Favites
1209,Galaxea
1210,Leptoria
1211,Psammo
1212,Acantho
1213,Alg Crust
1214,Amphiroa
1215,Anemon
1216,Asparagop
1217,Bleach HC
1218,Bleach SC
1219,Branch HC
1220,Bushy HC
1221,Chlorodes
1222,Codium
1223,Cyanobac
1224,Damsl Turf
1225,DHC w/ Alg
1226,Dictyosph
1227,Encrust HC
1228,Fire coral
1229,FishGear
1230,Foliose HC
1231,Fungid HC
1232,Galaxaura
1233,Gibsmithia
1234,Gracilaria
1235,Hydroid
1236,Hypnea
1237,Jani
1238,Laurencia
1239,Liagora
1240,Massiv HC
1241,Mobile Inv
1242,Neomeris
1243,Oth BenInv
1244,Other HC
1245,Oth MacAlg
1246,Poly myri
1247,Recdead HC
1248,Rhodolith
1249,Sand/Rubb
1250,Sargassum
1251,Sed CovSub
1252,Shadow
1253,Soft Coral
1254,Tabular HC
1255,Turbinaria
1256,Turf algae
1257,Tydemania
1258,Udotea
1259,Ulva
1260,Valonia
1261,Xeniidae
1262,BLPDUE
1263,BMFLA
1264,B_Psam
1265,CyphOce
1266,Cypoc BL
1267,MINV_COTS
1268,Pavvar BL
1269,Porbri BL
1270,SltMudSnd
1271,AgAga
1272,AgGra
1273,AgHum
1274,BrGorg
1275,CYANOB
1276,Dicho_stok
1277,DISCORAL
1278,FaviaFrag
1279,GORGONII
1280,IsophSin
1281,LIA
1282,MycetAli
1283,MycetFer
1284,OrbAnn
1285,OrbFav
1286,OrbFrank
1287,Peysson
1288,PseuCliv
1289,SidRad
1290,SidSid
1291,SINV_SPO_E
1292,TSOL
1293,TUBAU
1294,Turf_rubbl
1295,ACA
1296,ACROP_BRA
1297,ACROP_DIG
1298,ACROP_ENC
1299,ACROP_SUB
1300,ACROP_TAB
1301,ALV
1302,ANM
1303,AO
1304,ASC
